HH-pol,HV-pol,SM1 (%),Crop Name,label
-8.76364,-20.31315,4.9,Fallow,Low
-7.27406,-19.71082,6.0,Fallow,Low
-8.88953,-20.07001,6.7,Fallow,Low
-8.80985,-14.23473,2.4,Fallow,Low
-9.58779,-15.95406,16.2,Fallow,Medium
-9.55435,-16.90254,7.5,Tobacco&Chikori,Low
-8.2195,-20.55171,5.4,Tobacco&Chikori,Low
-13.17683,-17.82726,13.5,Fallow,Medium
-9.48689,-17.93043,12.2,Fallow,Medium
-11.87834,-17.03746,14.0,Fallow,Medium
-9.08814,-19.58943,2.5,Fallow,Low
-10.50558,-14.94108,2.3,Fallow,Low
-9.96143,-17.63374,6.4,Fallow,Low
-8.48617,-15.85643,38.8,Chickori,High
-8.61249,-17.33305,2.13333333333333,Fallow,Low
-11.22089,-14.34349,1.2,Fallow,Low
-8.38857,-17.5427,8.8,Chickori,Low
-3.38915,-15.48436,8.9,Chickori,Low
-9.26836,-18.11013,24.1,Fallow,Medium
-3.07449,-16.79861,9.26666666666667,Fallow,Low
-5.55774,-17.40624,2.1,Fallow,Low
-10.99969,-18.66422,1.4,Fallow,Low
-7.83008,-20.46705,21.9,Fallow,Medium
-8.94983,-16.61918,2.3,Fallow,Low
-7.98047,-17.05651,20.3666666666667,Fallow,Medium
-7.95838,-13.9233,24.0,Fodder&Jowar,Medium
-6.43373,-16.82384,11.0,Tobacco,Medium
-10.70448,-17.57721,11.5,Tobacco,Medium
-9.18284,-17.43577,34.3,Fallow,High
-7.3383,-16.16442,11.2,Tobacco,Medium
-9.30088,-16.1324,11.4,Tobacco,Medium
-11.05178,-16.86996,37.0,Fallow,High
-8.45938,-18.95792,12.6,Tobacco,Medium
-8.7945,-17.23768,10.2,Tobacco,Medium
-6.65707,-18.97401,9.8,Tobacco,Low
-8.25676,-18.40174,36.6,Tobacco,High
-7.04517,-16.6443,30.9,Tobacco,High
-4.40336,-15.24683,27.1,Tobacco,High
-10.16801,-18.55963,22.7,Mustard,Medium
-3.73192,-17.97693,31.5666666666667,Tobacco,High
-8.70563,-18.29034,11.1,Tobacco,Medium
-9.0146,-14.65495,10.7,Tobacco,Medium
-6.72818,-16.01029,10.5,Tobacco,Medium
-11.73583,-17.92443,9.0,Tobacco,Low
-11.23729,-18.85378,9.3,Tobacco,Low
-7.49536,-14.72904,11.3,Tobacco,Medium
-8.04454,-13.91522,21.5,Tobacco,Medium
-8.56925,-15.41372,25.1,Tobacco,High
-9.76795,-18.44851,17.4,Tobacco,Medium
-6.57851,-13.85697,32.0666666666667,Fallow,High
-8.70472,-20.81596,36.8,Fallow,High
-8.11419,-14.42772,39.0,Fallow,High
-11.08406,-19.12764,50.0,Fallow,Very High
-5.86731,-15.29115,9.4,Fallow,Low
-6.03947,-15.36209,35.6666666666667,Fallow,High
-5.17759,-12.66822,25.1,Fallow,High
-7.4351,-15.94924,15.0,Fallow,Medium
-8.12506,-16.86434,13.3,Fallow,Medium
-8.81952,-15.88563,14.2,Fallow,Medium
-7.89393,-12.7493,14.3333333333333,Fallow,Medium
-4.23258,-17.76399,43.5,Fallow,Very High
-7.09405,-17.94833,44.2,Fallow,Very High
-9.12453,-18.7345,14.5,Tobacco,Medium
-6.37891,-17.56174,26.4,Tobacco,High
-7.72919,-19.17009,16.0,Tobacco,Medium
-5.02662,-14.46858,46.4,Fallow,Very High
-12.62717,-20.14777,2.5,Fallow,Low
-7.57804,-19.14762,37.2,Tobacco,High
-6.77106,-13.07721,38.3,Tobacco,High
-6.65133,-12.07113,36.5666666666667,Tobacco,High
-5.82287,-14.30649,8.5,Mustard,Low
-6.14798,-13.27,35.9,Chickori,High
-6.14368,-12.36393,25.1,Chickori,High
-8.14496,-11.83545,12.6,Lemon,Medium
-9.10682,-11.61773,23.6333333333333,Chickori,Medium
-4.55952,-17.20658,36.3,Wheat,High
-2.34621,-13.53474,32.6,Wheat,High
-2.52711,-13.32216,30.6,Wheat,High
-9.45965,-17.13696,29.8,Wheat,High
-3.66157,-16.58692,36.7,Wheat,High
-8.98383,-14.1861,53.6,Wheat,Very High
-3.95837,-14.78166,44.9,Wheat,Very High
-8.66889,-16.98748,35.1,Wheat,High
-7.2024,-14.45343,9.6,Wheat,Low
-7.18908,-15.74454,43.7666666666667,Wheat,Very High
-9.04196,-19.53871,14.0,Fallow,Medium
-9.02207,-18.78126,8.2,Fallow,Low
-8.68461,-20.34576,18.1,Fallow,Medium
-7.76322,-17.16619,26.0,Fallow,High
-8.30756,-19.54926,18.1666666666667,Fallow,Medium
-10.39864,-18.52873,7.8,Wheat,Low
-8.30769,-20.03726,5.0,Wheat,Low
-10.88074,-20.20384,7.0,Wheat,Low
-8.54609,-17.67388,11.1,Wheat,Medium
-9.86155,-18.97485,11.2333333333333,Wheat,Medium
-8.45783,-18.66297,16.9,Wheat,Medium
-7.44074,-17.66072,15.7,Wheat,Medium
-3.17928,-12.04631,39.5,Wheat,High
-8.92292,-17.19782,33.1,Wheat,High
-3.3637,-16.63148,12.1666666666667,Wheat,Medium
-8.32823,-16.05168,9.6,Fallow,Low
-11.32349,-18.20643,11.2,Fallow,Medium
-7.62567,-17.34078,12.4,Fallow,Medium
-10.68391,-17.26859,11.6,Fallow,Medium
-11.2771,-16.98557,12.5333333333333,Fallow,Medium
-8.87441,-15.65316,25.6,Wheat,High
-10.18181,-15.08642,13.2,Wheat,Medium
-8.99715,-16.67062,13.7,Wheat,Medium
-11.37043,-17.57137,26.2,Wheat,High
-10.18138,-18.85185,11.8666666666667,Wheat,Medium
-10.04811,-17.66765,9.1,Wheat,Low
-12.76397,-20.60842,9.3,Wheat,Low
-8.32994,-14.59947,20.4,Wheat,Medium
-8.35911,-17.57266,7.3,Wheat,Low
-8.62677,-19.98844,8.13333333333333,Wheat,Low
-8.6528,-16.9546,40.5,Wheat,High
-8.50529,-18.77127,37.1,Wheat,High
-6.74197,-13.28752,13.0,Wheat,Medium
-7.04878,-17.73615,50.0,Wheat,Very High
-6.65919,-18.81659,50.0,Wheat,Very High
-11.03164,-16.73789,7.8,Wheat,Low
-9.75986,-16.75259,14.7,Wheat,Medium
-9.91761,-13.2964,18.6,Wheat,Medium
-8.11792,-17.44525,6.83333333333333,Wheat,Low
-11.96973,-18.86651,15.8,Wheat,Medium
-9.43068,-19.28555,3.9,Wheat,Low
-9.2437,-20.32572,52.3,Wheat,Very High
-8.37899,-17.33404,8.5,Wheat,Low
-11.00234,-21.69222,6.93333333333333,Wheat,Low
-10.71196,-18.55943,20.2,Wheat,Medium
-8.58503,-15.97542,19.5,Wheat,Medium
-7.33312,-17.13726,21.2,Wheat,Medium
-10.12769,-17.85755,19.5,Wheat,Medium
-9.57604,-18.05649,16.7,Wheat,Medium
-10.40841,-18.83615,23.7,Fallow,Medium
-7.6015,-16.73129,29.9,Fallow,High
-9.54269,-18.71165,10.1,Wheat,Medium
-11.22672,-16.60944,7.2,Fallow,Low
-7.44649,-19.66825,18.5,Paddy,Medium
-5.17099,-16.47101,7.7,Tobacco&Chikori,Low
-5.42169,-16.17289,6.9,Tobacco&Chikori,Low
-7.27901,-14.78569,11.5,Wheat,Medium
-5.82358,-17.28635,10.2,Wheat,Medium
-5.94014,-17.03551,10.3333333333333,Wheat,Medium
-8.09138,-15.33416,12.1,Wheat,Medium
-9.30395,-13.5906,6.1,Wheat,Low
-8.88121,-14.0498,6.0,Chickori,Low
-7.66555,-16.9779,15.3,Chickori,Medium
-9.28207,-14.20265,11.2333333333333,Wheat,Medium
-9.00961,-13.81625,25.3,Wheat,High
-6.72179,-14.65188,10.5,Chickori,Medium
-10.30163,-12.94827,12.2,Chickori,Medium
-8.94438,-14.91492,6.7,Wheat,Low
-8.0846,-15.9685,11.7,Chickori,Medium
-9.87958,-14.92961,10.7,Wheat,Medium
-7.51018,-14.77722,8.3,Wheat,Low
-3.04955,-17.53536,9.2,Wheat,Low
-6.76346,-16.86202,8.9,Wheat,Low
-8.08444,-15.23617,11.2333333333333,Wheat,Medium
-3.9578,-16.85563,37.1,Mustard,High
-3.7621,-15.69931,34.4,Tobacco,High
-4.88965,-14.13435,32.7,Tobacco,High
-7.5189,-16.48574,8.7,Wheat,Low
-4.8656,-15.03496,28.2333333333333,Tobacco,High
-6.20353,-12.56848,32.1,Tobacco,High
-1.47667,-13.4481,41.9,Tobacco,Very High
-2.20823,-11.20654,32.0,Wheat,High
-6.85599,-14.37831,47.6,Wheat,Very High
-4.37881,-9.72225,40.4666666666667,Tobacco,High
-7.44397,-12.77596,30.7,Tobacco,High
-6.76479,-9.62953,22.7,Tobacco,Medium
-4.92247,-10.48882,5.1,Tobacco,Low
-7.52135,-12.19858,29.1,Wheat,High
-6.00221,-8.74963,31.2666666666667,Tobacco,High
-8.49918,-18.13265,28.2,Tobacco,High
-8.68105,-16.87605,27.2,Tobacco,High
-7.91104,-17.08327,24.2,Tobacco,High
-6.85016,-15.94232,25.8,Tobacco,High
-8.52219,-17.0353,27.1,Tobacco,High
-5.03235,-12.65974,27.1,Fallow,High
-5.83819,-12.18478,14.4,Fallow,Medium
-8.13412,-15.85764,14.9,Paddy,Medium
-6.17162,-14.25899,23.4,Paddy,Medium
-5.9062,-14.32408,10.7,Paddy,Medium
-4.56745,-15.46478,24.2,Tobacco,High
-4.44125,-15.77796,14.0,Tobacco,Medium
-7.47873,-16.48955,12.0,Tobacco,Medium
-4.05496,-14.40413,22.4,Tobacco,Medium
-2.87035,-13.34937,22.7666666666667,Wheat,Medium
-7.80769,-12.01392,24.1,Wheat,Medium
-5.95766,-11.39466,17.7,Bhaji,Medium
-4.76641,-13.71766,26.7,Wheat,High
-9.32319,-15.49116,32.1,Wheat,High
-4.46969,-13.02304,22.4666666666667,Wheat,Medium
-5.71519,-15.53722,6.3,Wheat,Low
-6.66482,-12.82327,7.0,Wheat,Low
-7.36052,-16.96437,14.8,Tobacco,Medium
-8.00362,-16.35576,24.7,Tobacco,High
-8.11173,-18.68297,20.3,Tobacco,Medium
-1.48334,-12.39327,35.7,Wheat,High
-9.05426,-14.31592,8.9,Wheat,Low
-3.98465,-14.83982,45.4,Tobacco,Very High
-0.94524,-9.1816,34.0,Tobacco,High
-3.04179,-8.9284,29.9,Tobacco,High
-7.3001,-13.66706,17.8,Mustard,Medium
-8.37866,-10.59103,8.7,Chickori,Low
-7.45312,-13.15587,34.6,Chickori,High
-6.49392,-13.07652,8.5,Lemon,Low
-8.3134,-11.5365,30.3666666666667,Chickori,High
-4.32821,-14.49095,21.2,Wheat,Medium
-7.52273,-14.88572,11.6,Wheat,Medium
-7.78598,-20.30491,50.0,Wheat,Very High
-7.60702,-15.36169,50.0,Wheat,Very High
-6.08713,-15.68212,8.13333333333333,Wheat,Low
-7.88148,-13.81355,12.7,Wheat,Medium
-7.73784,-13.84932,14.9,Wheat,Medium
-10.91621,-17.0743,14.2,Wheat,Medium
-7.16871,-15.72833,13.5,Wheat,Medium
-8.81235,-15.69372,11.6666666666667,Wheat,Medium
-4.40472,-13.94099,14.0,Wheat,Medium
-3.77516,-15.53201,45.6,Wheat,Very High
-7.32164,-13.27447,12.8,Wheat,Medium
-8.54905,-13.8751,9.4,Wheat,Low
-4.18625,-15.5266,50.0,Wheat,Very High
-7.94158,-15.92086,25.4,Wheat,High
-8.51379,-16.18291,22.7,Wheat,Medium
-8.64175,-18.4878,20.4,Wheat,Medium
-9.86724,-14.85909,25.6,Wheat,High
-9.76508,-18.36535,33.9333333333333,Wheat,High
-9.54951,-18.55247,32.6,Wheat,High
-11.00788,-18.84857,27.5,Wheat,High
-10.35976,-18.80139,16.0,Wheat,Medium
-9.92564,-15.57134,20.2,Wheat,Medium
-11.08897,-18.1151,18.6,Wheat,Medium
-8.80419,-17.8039,2.7,Fallow,Low
-9.47249,-17.39054,50.0,Fallow,Very High
-10.96949,-16.11387,6.2,Fallow,Low
-10.69305,-18.52724,2.8,Fallow,Low
-13.17138,-20.58784,2.93333333333333,Fallow,Low
-6.42053,-15.69267,29.0,Wheat,High
-5.72084,-15.03277,14.8,Wheat,Medium
-9.63449,-15.34059,5.9,Wheat,Low
-8.75454,-12.23171,12.3,Wheat,Medium
-9.20049,-13.18561,24.1666666666667,Wheat,High
-3.55157,-15.54753,19.3,Wheat,Medium
-5.18217,-18.32544,21.3,Wheat,Medium
-8.31015,-17.52199,21.0,Wheat,Medium
-8.29513,-15.64069,33.7,Wheat,High
-5.49602,-15.33855,24.7,Wheat,High
-10.11804,-17.96061,13.3,Wheat,Medium
-8.43611,-16.42689,11.4,Wheat,Medium
-13.18916,-17.65422,24.1,Wheat,Medium
-11.23265,-17.94706,19.0,Wheat,Medium
-10.21575,-17.06681,13.6333333333333,Wheat,Medium
-8.39747,-11.819,50.0,Wheat,Very High
-10.65584,-12.90645,50.0,Wheat,Very High
-9.21785,-18.21157,50.0,Wheat,Very High
-6.9783,-14.71115,50.0,Wheat,Very High
-8.36145,-16.16408,50.0,Wheat,Very High
-6.57267,-11.47128,39.5,Wheat,High
-5.79389,-14.3113,21.2,Wheat,Medium
-5.54355,-14.25265,39.1,Wheat,High
-7.37492,-12.72306,30.8,Wheat,High
-7.40022,-13.56579,32.8666666666667,Wheat,High
-8.6506,-17.04237,27.6,Wheat,High
-5.80551,-17.42352,28.6,Wheat,High
-6.1408,-12.69163,29.2,Wheat,High
-5.04715,-14.01784,33.3,Wheat,High
-7.32163,-16.91498,29.4,Wheat,High
-8.5911,-17.90714,18.8,Wheat,Medium
-10.78764,-14.74707,14.2,Wheat,Medium
-11.16746,-15.55351,18.1,Wheat,Medium
-9.72578,-16.83334,3.3,Fallow,Low
-9.73057,-17.17111,11.1,Wheat,Medium
-6.28885,-17.21641,6.1,Tobacco&Chikori,Low
-8.35145,-15.18081,5.8,Tobacco&Chikori,Low
-8.6208,-13.40548,6.0,Chickori,Low
-5.83054,-17.13174,7.8,Chickori,Low
-7.74055,-14.3259,7.1,Chickori,Low
-6.78882,-12.61279,29.4,Wheat,High
-10.62952,-16.84785,30.3,Chickori,High
-7.17416,-13.63429,13.8,Chickori,Medium
-7.24806,-13.65166,32.4,Wheat,High
-7.34781,-13.4704,36.6666666666667,Wheat,High
-9.53741,-15.07966,13.3,Wheat,Medium
-5.55788,-13.21036,29.4,Wheat,High
-6.48425,-11.36329,25.6,Chickori,High
-7.36028,-14.14141,22.4,Chickori,Medium
-4.34274,-12.8636,35.0,Chickori,High
-8.46724,-16.71693,15.9,Wheat,Medium
-8.53314,-14.95846,11.8,Wheat,Medium
-7.87819,-15.52704,15.2,Weed&Chickori,Medium
-11.05548,-14.97895,22.0,Wheat,Medium
-9.4353,-16.84435,14.4333333333333,Wheat,Medium
-8.56909,-15.85531,37.1,Mustard,High
-5.35712,-16.60454,34.4,Tobacco,High
-6.33886,-15.99356,32.7,Tobacco,High
-5.40295,-14.6491,8.7,Wheat,Low
-7.3334,-14.73441,28.2333333333333,Tobacco,High
-8.64124,-11.71709,17.5,Tobacco,Medium
-7.14701,-12.8386,15.8,Wheat,Medium
-7.01369,-11.2785,21.6,Wheat,Medium
-5.76414,-13.45989,21.7,Wheat,Medium
-4.69079,-10.59698,23.4666666666667,Wheat,Medium
-5.54867,-10.53479,20.2,Tobacco,Medium
-7.14681,-12.9762,13.5,Tobacco,Medium
-2.92725,-9.33254,18.5,Tobacco,Medium
-8.91515,-11.84184,16.3,Wheat,Medium
-4.78335,-8.61146,17.9333333333333,Tobacco,Medium
-8.80126,-14.36789,23.5,Tobacco,Medium
-8.01169,-16.48898,15.0,Tobacco,Medium
-7.23346,-16.94551,19.5,Tobacco,Medium
-6.05,-13.2755,20.6,Tobacco,Medium
-7.49222,-14.02282,15.0,Tobacco,Medium
-6.17266,-11.34971,21.8,Tobacco,Medium
-5.03815,-12.56878,42.5,Tobacco,Very High
-4.26509,-14.56684,18.7,Tobacco,Medium
-3.8687,-14.85987,8.8,Fallow,Low
-7.22434,-16.412,18.5,Wheat,Medium
-2.15901,-10.49341,50.0,Wheat,Very High
-6.41176,-13.37225,50.0,Wheat,Very High
-6.55685,-15.53604,50.0,Wheat,Very High
-7.92531,-13.34352,16.5,Wheat,Medium
-5.68423,-14.23027,50.0,Wheat,Very High
-8.54889,-14.53372,25.0,Wheat,High
-8.26652,-12.81816,15.7,Wheat,Medium
-4.36213,-14.26147,50.0,Wheat,Very High
-6.27077,-12.76467,50.0,Wheat,Very High
-8.30097,-13.76285,50.0,Wheat,Very High
-7.10024,-14.75623,23.1,Wheat,Medium
-5.28264,-12.60738,19.2,Wheat,Medium
-1.17338,-13.92305,15.7,Wheat,Medium
-8.76085,-11.8852,30.3,Wheat,High
-1.24029,-12.83939,18.0,Wheat,Medium
-4.92552,-12.93627,13.4,Wheat,Medium
-7.84816,-16.55497,29.8,Wheat,High
-9.02112,-13.3603,33.7,Tobacco,High
-1.17006,-11.91452,31.9,Tobacco,High
-4.524,-11.83523,31.7,Tobacco,High
-9.40656,-10.92078,5.4,Mustard,Low
-9.0491,-16.00639,34.9,Chickori,High
-4.08504,-15.3982,23.4,Chickori,Medium
-5.84081,-14.11612,9.8,Lemon,Low
-6.80554,-12.04932,24.2666666666667,Chickori,High
-9.76498,-14.81137,17.2,Wheat,Medium
-8.71334,-15.30439,19.2,Wheat,Medium
-8.47611,-14.39097,6.9,Wheat,Low
-8.68366,-17.22009,11.8,Wheat,Medium
-8.79179,-14.70925,8.63333333333333,Wheat,Low
-5.15925,-15.59514,31.2,Wheat,High
-7.06687,-11.87321,23.2,Wheat,Medium
-9.45056,-15.42558,20.8,Wheat,Medium
-9.26903,-14.47198,32.0,Wheat,High
-8.14709,-16.25539,17.5333333333333,Wheat,Medium
-10.85037,-18.26802,11.1,Wheat,Medium
-12.09006,-17.13592,8.2,Wheat,Low
-7.45576,-18.75444,27.7,Wheat,High
-9.28703,-17.68809,22.4,Wheat,Medium
-9.93766,-17.84593,18.0666666666667,Wheat,Medium
-8.28808,-17.90496,19.3,Wheat,Medium
-8.93054,-19.77845,6.2,Wheat,Low
-9.68655,-16.7159,50.0,Wheat,Very High
-11.99647,-16.47927,50.0,Wheat,Very High
-10.67982,-15.36133,50.0,Wheat,Very High
-9.22852,-14.90181,39.6,Wheat,High
-9.33738,-19.63594,40.6,Wheat,High
-7.05337,-13.50969,30.4,Wheat,High
-5.09266,-16.47738,41.4,Wheat,Very High
-7.70584,-14.97677,43.6,Wheat,Very High
-11.33209,-18.6006,50.0,Fallow,Very High
-9.69436,-17.01209,50.0,Fallow,Very High
-12.24929,-16.63967,50.0,Fallow,Very High
-9.17312,-18.50741,50.0,Fallow,Very High
-13.80723,-18.81557,50.0,Fallow,Very High
-6.97713,-12.90883,31.2,Wheat,High
-5.75285,-15.67151,24.5,Wheat,High
-8.58402,-17.0563,26.8,Wheat,High
-9.30988,-14.28066,27.2,Wheat,High
-10.36436,-13.6265,40.9,Wheat,Very High
-8.86356,-15.26873,34.2,Wheat,High
-5.21031,-13.6308,34.4,Wheat,High
-3.86034,-14.20187,34.9,Wheat,High
-8.82004,-17.86986,46.0,Wheat,Very High
-6.06455,-16.46784,40.1666666666667,Wheat,High
-7.47286,-16.86855,18.5,Wheat,Medium
-11.27238,-15.85388,33.0,Wheat,High
-7.79481,-17.34865,3.7,Wheat,Low
-9.37912,-12.03001,26.0,Wheat,High
-9.90732,-15.66825,23.6333333333333,Wheat,Medium
-7.22629,-15.64732,36.4,Wheat,High
-7.58855,-17.56487,26.8,Wheat,High
-7.41511,-16.50356,50.0,Wheat,Very High
-6.19271,-13.3488,44.2,Wheat,Very High
-6.68291,-17.38963,46.9,Wheat,Very High
-7.28384,-16.98336,20.7,Wheat,Medium
-10.1361,-17.09937,44.1,Wheat,Very High
-4.21685,-14.03735,31.8,Tobacco,High
-6.80002,-13.68367,15.5,Wheat,Medium
-6.14407,-13.35245,49.5333333333333,Wheat,Very High
-9.31434,-17.25649,50.0,Wheat,Very High
-9.6656,-19.29547,41.5,Wheat,Very High
-9.31116,-15.55692,30.5,Wheat,High
-6.00259,-17.23738,37.5,Wheat,High
-8.30268,-17.78602,48.7666666666667,Wheat,Very High
-6.78028,-14.08185,39.3,Wheat,High
-5.85154,-12.03403,44.5,Wheat,Very High
-9.32081,-13.31119,39.2,Wheat,High
-4.98209,-15.71236,42.1,Wheat,Very High
-6.15837,-13.52911,36.3,Wheat,High
-7.88658,-16.27651,30.3,Wheat,High
-5.90469,-13.97473,28.0,Wheat,High
-10.92458,-17.49827,38.0,Wheat,High
-8.64444,-16.04842,50.0,Fallow,Very High
-6.90041,-14.86184,32.2333333333333,Wheat,High
-7.23694,-13.09216,9.3,Tobacco&Chikori,Low
-6.91976,-13.8805,50.0,Tobacco&Chikori,Very High
-7.57064,-15.63268,50.0,Chickori,Very High
-10.31079,-16.65835,50.0,Chickori,Very High
-7.11069,-14.47023,23.2666666666667,Chickori,Medium
-5.86756,-13.78684,50.0,Wheat,Very High
-6.34729,-12.68668,50.0,Wheat,Very High
-5.94694,-12.62929,25.0,Chickori,High
-8.4924,-14.04056,21.5,Chickori,Medium
-5.84433,-12.57454,31.9333333333333,Wheat,High
-6.88852,-16.75805,15.6,Wheat,Medium
-8.0793,-15.43109,50.0,Wheat,Very High
-8.35177,-15.7204,50.0,Chickori,Very High
-5.49884,-15.06179,29.6,Wheat,High
-8.91273,-15.88269,28.4333333333333,Chickori,High
-8.85696,-19.50638,27.0,Wheat,High
-9.34439,-14.57386,16.9,Wheat,Medium
-6.91094,-14.98379,22.6,Weed&Chickori,Medium
-10.01344,-17.29812,50.0,Wheat,Very High
-11.21393,-17.97876,19.8333333333333,Wheat,Medium
-2.27772,-12.31483,37.6,Mustard,High
-4.70363,-13.02783,31.6,Tobacco,High
-7.1486,-15.04564,28.4,Tobacco,High
-8.84003,-15.05885,28.3,Wheat,High
-4.91476,-13.14311,23.6333333333333,Tobacco,Medium
-5.23352,-16.25214,33.7,Tobacco,High
-5.2556,-12.90205,34.7,Wheat,High
-5.35883,-10.17617,36.3,Tobacco,High
-3.97213,-15.1756,38.3,Tobacco,High
-5.50456,-12.77619,31.1333333333333,Tobacco,High
-4.27904,-11.41773,50.0,Tobacco,Very High
-6.0888,-10.98773,50.0,Tobacco,Very High
-3.33698,-10.02776,50.0,Tobacco,Very High
-5.03309,-8.33017,15.5,Wheat,Medium
-1.61495,-7.74255,24.0333333333333,Tobacco,Medium
-4.51488,-12.01198,27.2,Tobacco,High
-8.70287,-13.39777,27.2,Tobacco,High
-8.95517,-15.2072,50.0,Tobacco,Very High
-4.16953,-14.70909,50.0,Tobacco,Very High
-7.87921,-12.45514,32.3,Tobacco,High
-5.66362,-14.52637,40.8,Tobacco,High
-5.57599,-14.26849,27.2,Tobacco,High
-4.87848,-10.81538,34.9,Tobacco,High
-5.38746,-15.09056,17.4,Fallow,Medium
-7.37346,-13.34348,30.8666666666667,Wheat,High
-3.52567,-10.9129,40.0,Wheat,High
-8.25054,-12.30701,41.5,Bhaji,Very High
-8.96173,-18.5209,33.3,Wheat,High
-9.15927,-15.97063,50.0,Wheat,Very High
-8.65911,-15.49505,29.8333333333333,Wheat,High
-8.80923,-14.45008,27.4,Wheat,High
-6.97568,-16.12786,14.6,Wheat,Medium
-7.83354,-15.26945,50.0,Wheat,Very High
-11.12658,-16.73475,50.0,Wheat,Very High
-10.42331,-15.40236,14.6,Wheat,Medium
-9.26701,-17.27327,50.0,Wheat,Very High
-4.21843,-16.43928,50.0,Wheat,Very High
-4.07829,-12.65487,50.0,Tobacco,Very High
-4.34308,-16.02214,50.0,Tobacco,Very High
-2.03734,-17.19125,50.0,Tobacco,Very High
-3.64921,-11.55532,50.0,Wheat,Very High
-5.12706,-15.84033,50.0,Tobacco,Very High
-6.30909,-13.94096,50.0,Tobacco,Very High
-4.80583,-10.11014,50.0,Tobacco,Very High
-5.62512,-11.64378,50.0,Tobacco,Very High
-6.65891,-16.04795,31.7,Fallow,High
-8.39406,-14.4306,15.0,Chickori,Medium
-7.16176,-18.05111,30.4,Chickori,High
-6.16542,-14.59074,1.9,Lemon,Low
-9.40695,-16.35837,32.7,Chickori,High
-8.61439,-15.32492,25.5,Wheat,High
-6.72788,-15.88433,29.1,Wheat,High
-9.01983,-14.00514,21.8,Wheat,Medium
-9.33403,-15.35659,14.7,Wheat,Medium
-8.88493,-15.06127,21.2,Wheat,Medium
-7.86865,-17.07683,33.6,Wheat,High
-8.36899,-14.577,31.3,Wheat,High
-7.66836,-16.76501,30.7,Wheat,High
-8.57505,-16.28233,35.1,Wheat,High
-6.77178,-14.42523,33.7666666666667,Wheat,High
-7.16464,-15.24033,24.4,Wheat,High
-4.48397,-15.46932,26.4,Wheat,High
-6.21031,-21.11321,39.4,Wheat,High
-8.80508,-17.51568,29.8,Wheat,High
-4.70854,-21.48905,35.0,Wheat,High
-9.37308,-15.78609,24.4,Wheat,High
-5.94154,-19.05471,21.1,Wheat,Medium
-10.20651,-18.14804,26.1,Wheat,High
-11.4897,-17.12215,20.5,Wheat,Medium
-12.53116,-16.48726,24.1,Wheat,Medium
-10.25612,-16.58167,36.1,Wheat,High
-6.46736,-16.97135,23.6,Wheat,Medium
-7.14475,-14.86343,42.8,Wheat,Very High
-9.23571,-15.29686,36.5,Wheat,High
